Job Number,Filepath,Planning Enforcement Reference Number,Address,Date,Document Type,BS7666UPRN,Easting,Northing
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\Alton Lane, Four Marks, GU34 5AL_F20632-3.pdf",F20632/3,"Alton Lane, Four Marks, GU34 5AL",03/04/1990,Planning Enforcement Appeal Decision,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\Glen Farm, Kingsley, GU35 9LL_KK-ME-12-9-296.pdf",KK/ME/12/9/296,"Glen Farm, Kingsley, GU35 9LL",08/05/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\2 PARSONAGE COTTAGE, STATION ROAD, BENTWORTH_WP-P.pdf",WP/P,"2 PARSONAGE COTTAGE, STATION ROAD, BENTWORTH",14/11/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\Griggs Green Farm, GU30 7NZ_KK-AM-12-9-330.pdf",KK/AM/12/9/330,"Griggs Green Farm, GU30 7NZ",18/04/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\Ropley Toyota Garage, The Dean, Ropley, SO24 0BY_KKOS-12-11.pdf",KKOS/12/11,"Ropley Toyota Garage, The Dean, Ropley, SO24 0BY",13/04/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\19 Lipscombe Rise, Alton, GU34 2HJ_APP-89-M1710-31.pdf",APP/89/M1710/31,"19 Lipscombe Rise, Alton, GU34 2HJ",30/08/1989,Planning Enforcement Appeal Decision,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\Hogg Moor Road, Whitehill, B25 8UF_KK-SAA-12-9-307.pdf",KK/SAA/12/9/307,"Hogg Moor Road, Whitehill, B25 8UF",11/04/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\ROPLEY LIME QUARRY, SOAMES LANE, ROPLEY_DB-AM-12-9-311.pdf",DB/AM/12/9/311,"ROPLEY LIME QUARRY, SOAMES LANE, ROPLEY",10/10/1990,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\2 Avenue Cottages, Farnham Road, Bentley, GU10 5HZ_RMB-AC-12-9-326.pdf",RMB/AC/12/9/326,"2 Avenue Cottages, Farnham Road, Bentley, GU10 5HZ",17/05/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\Tailgates Hogmoor Road, Bordon, Hants_F23861-8.pdf",F23861/8,"Tailgates Hogmoor Road, Bordon, Hants",16/06/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\143-145a Green Lane, Clanfield, PO8 0LS_APP-C-89-M710.pdf",APP/C/89/M710,"143-145a Green Lane, Clanfield, PO8 0LS",09/10/1989,Planning Enforcement Appeal Decision,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\143-145a Green Lane, Clanfield, PO8 0LS_F20052-5.pdf",F20052/5,"143/145a Green Lane, Clanfield, PO8 0LS",03/04/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\Lower Soldridge Farm, Soldridge Lane, Medstead, GU34 5JF_DB-EGC-12-9-319.pdf",DB/EGC/12/9/319,"Lower Soldridge Farm, Soldridge Lane, Medstead, GU34 5JF",04/04/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\Adjoining Hazel Cottage, Chase Road, Lindford, GU35 0RW_KK-RM-12-9-306.pdf",KK/RM/12/9/306,"Adjoining Hazel Cottage, Chase Road, Lindford, GU35 0RW",23/03/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\Plough Farm, East Meon, GU32 1QP_IE-DAS-F29950-1-ENF180-181.pdf",IE/DAS/F29950/1/ENF180-181,"Plough Farm, East Meon, GU32 1QP",15/01/1990,Planning Enforcement Appeal Decision,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\32 Church Lane, Privett, GU34 3PA_F29384-2.pdf",F29384/2,"32 Church Lane, Privett, GU34 3PA",29/03/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\Common Farm, Soldridge Rd, Medstead, GU34 5JF_DB-RM-12-9-315.pdf",DB/RM/12/9/315,"Common Farm, Soldridge Rd, Medstead, GU34 5JF",09/05/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\128 Greenfields Avenue, Alton, Hampshire, GU34 2HX_DB-RM-12-9-310.pdf",DB/RM/12/9/310,"128 Greenfields Avenue, Alton, Hampshire, GU34 2HX",28/03/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\Land Opposite Heath Villas, Hollywater, Whitehill, GU35 0AG_DB-JW-12-9-346.pdf",DB/JW/12/9/346,"Land Opposite Heath Villas, Hollywater, Whitehill, GU35 0AG",24/04/1990,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\HOLLY COTTAGE, REDWOOD LANE, MEDSTEAD_F25449-2.pdf",F25449/2,"HOLLY COTTAGE, REDWOOD LANE, MEDSTEAD",15/03/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\The Oaks, Steep Marsh, Petersfield, GU32 2BL_F22408-3.pdf",F22408/3,"The Oaks, Steep Marsh, Petersfield, GU32 2BL",08/03/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\Land Opposite Heath Villas, Hollywater, Whitehill, Hampshire, GU35 0AH_DB-ME-1026.pdf",DB/ME/1026,"Land Opposite Heath Villas, Hollywater, Whitehill, Hampshire, GU35 0AH",01/08/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\1110 LAND AT HAWTHORN FARM, WILLIS LANE, FOUR MARKS_F30572-5-6-ENF219.pdf",F30572/5-6/ENF219,"1110 LAND AT HAWTHORN FARM, WILLIS LANE, FOUR MARKS",16/05/1990,Planning Enforcement Appeal Decision,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\3 Fir Hill Villas, Hollywater Road Bordon, Hampshire, GU35 0AG_KK-AM.pdf",KK/AM,"3 Fir Hill Villas, Hollywater Road Bordon, Hampshire, GU35 0AG",15/08/1989,Planning Enforcement Notice,,,
JN24960,"Box 25_Client Box 25\ENF Notices March 89 - Dec 89 23\Mays Coppice Farm, Whichers Gate Road, Rowlands Castle, PO9 5NE_F30661-1-2.pdf",F30661/1/2,"Mays Coppice Farm, Whichers Gate Road, Rowlands Castle, PO9 5NE",10/07/1990,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Fullers Vale, Headley, GU35 8NR_RCC-F31714.pdf",RCC/F31714,"Fullers Vale, Headley, GU35 8NR",04/07/1996,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\FRIARS OAK FARM, BOYNESWOOD ROAD, MEDSTEAD, ALTON, HAMPSHIRE_F.25256-002-FUL.pdf",F.25256/002/FUL,"FRIARS OAK FARM, BOYNESWOOD ROAD, MEDSTEAD, ALTON, HAMPSHIRE",15/12/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Friars Oak Farm, Boyneswood Road, Medstead, Alton, Hampshire, GU34 5EU_F.25256-002-FUL.pdf",F.25256/002/FUL,"Friars Oak Farm, Boyneswood Road, Medstead, Alton, Hampshire, GU34 5EU",04/12/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\MIDHURST ROAD, LIPHOOK_F.33992-001-OUT.pdf",F.33992/001/OUT,"MIDHURST ROAD, LIPHOOK",23/11/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Northside of Portsmouth Road, Adj To Overstream, Liphook, Hampshire_APP-M1710-C-98-651571.pdf",APP/M1710/C/98/651571,"Northside of Portsmouth Road, Adj To Overstream, Liphook, Hampshire",23/03/1999,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\AT OLD BARN FARM, HEWSHOTT LANE, LIPHOOK_T-APP-M1710-C-98-1014404.pdf",T/APP/M1710/C/98/1014404,"AT OLD BARN FARM, HEWSHOTT LANE, LIPHOOK",01/12/1999,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\AT FORDLANDS, BRISLANDS LANE, FOUR MARKS_F26032-2.pdf",F26032/2,"AT FORDLANDS, BRISLANDS LANE, FOUR MARKS",03/11/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\AT FOUR MARKS HOUSE, WINCHESTER ROAD, FOUR MARKS, ALTON, HAMPSHIRE GU34_F.33585-003-FUL.pdf",F.33585/003/FUL,"AT FOUR MARKS HOUSE, WINCHESTER ROAD, FOUR MARKS, ALTON, HAMPSHIRE GU34",29/10/1998,Planning Enforcement Notice,,,
JN24960,Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Chapel Farm_RS-SK.pdf,RS/SK,Chapel Farm,23/11/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Southlands, Oakhanger, Bordon, Hampshire, GU35 9JD_F.22530-2.pdf",F.22530/2,"Southlands, Oakhanger, Bordon, Hampshire, GU35 9JD",30/04/1999,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Chapel Farm, Oakhanger, Bordon, GU35 9JB_APP-M1710-C-98-1013302.pdf",APP/M1710/C/98/1013302,"Chapel Farm, Oakhanger, Bordon, GU35 9JB",12/06/2000,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Janelands, Willis Lane, Four Marks, Alton, GU34 5AP_JP-SK-MP-1-1-0-271.pdf",JP/SK/MP/1/1/0/271,"Janelands, Willis Lane, Four Marks, Alton, GU34 5AP",09/10/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\AT MOORLANDS, HOGMOOR ROAD, WHITEHILL, BORDON_F21915-2.pdf",F21915/2,"AT MOORLANDS, HOGMOOR ROAD, WHITEHILL, BORDON",07/08/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\12 Goslings Croft, Selborne, Alton, GU34 3HZ_SK-JP-WDC-1-19-0-9.pdf",SK/JP/WDC/1/19/0/9,"12 Goslings Croft, Selborne, Alton, GU34 3HZ",10/09/1998,Planning Enforcement Notice,1710034808,474143.9,133985.1
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\AT MOORLANDS, HOGMOOR ROAD, WHITEHILL, BORDON_F21915-2_00001.pdf",F21915/2,"AT MOORLANDS, HOGMOOR ROAD, WHITEHILL, BORDON",07/08/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Style Bungalow, Churt Road, Headley, Hampshire, GU35 8PL_RS-VVDC.pdf",RS/VVDC,"Style Bungalow, Churt Road, Headley, Hampshire, GU35 8PL",06/08/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Style Bungalow, Churt Road, Headley, Hampshire, GU35 8PL_RS-JP-1-19-0-.pdf",RS/JP/1/19/0/,"Style Bungalow, Churt Road, Headley, Hampshire, GU35 8PL",07/08/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Style Bungalow, Churt Road, Headley, Hampshire, GU35 8PL_D-2950.pdf",D/2950,"Style Bungalow, Churt Road, Headley, Hampshire, GU35 8PL",06/08/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Rear of The Garage, Bucks Horn Oak, Binstead, GU10 4LU_RS-WDC-1-0-2-272.pdf",RS/WDC/1/0/2/272,"Rear of The Garage, Bucks Horn Oak, Binstead, GU10 4LU",03/08/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Rear of The Garage, Bucks Horn Oak, Binstead, GU10 4LU_RSNVDC-1-0-272.pdf",RSNVDC/1/0/272,"Rear of The Garage, Bucks Horn Oak, Binstead, GU10 4LU",03/08/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Holly Water Road, Bordon, Hampshire, GU35 0AD_F.25548-003-ENF.pdf",F.25548/003/ENF,"Holly Water Road, Bordon, Hampshire, GU35 0AD",06/04/1999,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\1 Streamside Cottage, Kingsley, GU35-9JS_F.27536-002-FUL.pdf",F.27536/002/FUL,"1 Streamside Cottage, Kingsley, GU35?9JS",10/02/2003,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Portsmouth Road, Liphook, GU30 7JG_F.34242-ENF.pdf",F.34242/ENF,"Portsmouth Road, Liphook, GU30 7JG",23/03/1999,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Broxhead Motors, Lindford, GU35 0JX_SMK-WDC-1-1-0-264.pdf",SMK/WDC/1/1/0/264,"Broxhead Motors, Lindford, GU35 0JX",22/04/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\DIAMETRIC, RAMSHILL, PETERSFIELD_F.25250-012.pdf",F.25250/012,"DIAMETRIC, RAMSHILL, PETERSFIELD",25/03/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Buttermilk Farm, Cheesecombe, Hawkley, GU33 6NB_T-APP-M1710-C-98-651017.pdf",T/APP/M1710/C/98/651017,"Buttermilk Farm, Cheesecombe, Hawkley, GU33 6NB",30/10/1998,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\The Lakes, The Hanger, Frensham Lane, Headley, Hampshire, GU35 8QH_F.32744-009-ENF.pdf",F.32744/009/ENF,"The Lakes, The Hanger, Frensham Lane, Headley, Hampshire, GU35 8QH",06/02/1998,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Kings Hill Cottage, 10 Kings Hill, Beech, Alton, Hampshire, GU34 4AL_F.30797-04.pdf",F.30797/04,"Kings Hill Cottage, 10 Kings Hill, Beech, Alton, Hampshire, GU34 4AL",09/07/1998,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\The Lakes, The Hanger, Frensham Lane, Headley, Hampshire, GU35 8ST_F.32744-06-ENF.pdf",F.32744/06/ENF,"The Lakes, The Hanger, Frensham Lane, Headley, Hampshire, GU35 8ST",10/11/1997,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Kings Road and Bolle Road, Alton, Hampshire, GU34 1PY_F.24335-3.pdf",F.24335/3,"Kings Road and Bolle Road, Alton, Hampshire, GU34 1PY",06/11/1997,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\1-4 Valewood Lane, Grayshott, Hampshire, GU26 6LX_F.28644-4.pdf",F.28644/4,"1-4 Valewood Lane, Grayshott, Hampshire, GU26 6LX",06/11/1997,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\TALL TREES, PAICE LANE, MEDSTEAD, ALTON, HAMPSHIRE_F.20218-4-ENF.pdf",F.20218/4/ENF,"TALL TREES, PAICE LANE, MEDSTEAD, ALTON, HAMPSHIRE",19/10/1998,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Isington Road, Adjacent To East Oak, Alton, GU34 4PP_F.34024-ENF.pdf",F.34024/ENF,"Isington Road, Adjacent To East Oak, Alton, GU34 4PP",07/08/1998,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\West Fork Market Garden, Farnham Rd, Greatham, GU33-6LA_APP-C-97-M.pdf",APP/C/97/M,"West Fork Market Garden, Farnham Rd, Greatham, GU33?6LA",14/04/1998,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Southview Road, Headley, Bordon, GU35 8HY_F.33907-ENF-487.pdf",F.33907/ENF/487,"Southview Road, Headley, Bordon, GU35 8HY",19/02/1998,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\West Fork Market Garden, Farnham Rd, Greatham, GU33 6LA_APP-C-97-M1710-647872.pdf",APP/C/97/M1710/647872,"West Fork Market Garden, Farnham Rd, Greatham, GU33 6LA",14/04/1998,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Country Market, Sleaford, Kingsley_F24601-016-ENF486.pdf",F24601/016/ENF486,"Country Market, Sleaford, Kingsley",04/07/1997,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Hollybank Farm, Lynchborough Road, Passfield, Liphook, GU30 7SA_MAJ-AM-1-1-0-132.pdf",MAJ/AM/1/1/0/132,"Hollybank Farm, Lynchborough Road, Passfield, Liphook, GU30 7SA",04/06/1997,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Hollybank Farm, Off Lynchborough Road, Passfield, GU30 7SA_F.20782-10.pdf",F.20782/10,"Hollybank Farm, Off Lynchborough Road, Passfield, GU30 7SA",18/08/1998,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Thatched Cottage Farm, Filmore Hill Lane, Privett, Hampshire, GU34 3NX_T-APP-C-97-M1710-646701.pdf",T/APP/C/97/M1710/646701,"Thatched Cottage Farm, Filmore Hill Lane, Privett, Hampshire, GU34 3NX",11/09/1997,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Hawkley Road and Snailing Lane, Hawkley, Hampshire, GU33 6HQ_MAJ-AM-1-1-0-128.pdf",MAJ/AM/1/1/0/128,"Hawkley Road and Snailing Lane, Hawkley, Hampshire, GU33 6HQ",06/02/1997,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Hawkley Road and Snailing Lane, Hawkley, GU33 6NJ_F.20245-016-ENF477.pdf",F.20245/016/ENF477,"Hawkley Road and Snailing Lane, Hawkley, GU33 6NJ",02/03/1998,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Broadwood Farm, Froxfield, GU32 1DT_MAJ-AM-1.pdf",MAJ/AM/1,"Broadwood Farm, Froxfield, GU32 1DT",06/02/1997,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Broadwood Farm, Froxfield, GU32 1DT_MAJ-AM-1-8-0-20.pdf",MAJ/AM/1/8/0/20,"Broadwood Farm, Froxfield, GU32 1DT",06/02/1997,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\BROADWOOD FARM, KING LANE, FROXFIELD, PETERSFIELD, HANTS_MAJ-AM.pdf",MAJ/AM,"BROADWOOD FARM, KING LANE, FROXFIELD, PETERSFIELD, HANTS",06/02/1997,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Lumbry Park, Selborne Road, Alton, GU34 3HL_F.31489-002.pdf",F.31489/002,"Lumbry Park, Selborne Road, Alton, GU34 3HL",24/02/1997,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices 29-1-97 to 15-12-98 25C\Gardners Farm, Steep Marsh, Hants, GU32 2BJ_F.32520-5-ENF456.pdf",F.32520/5/ENF456,"Gardners Farm, Steep Marsh, Hants, GU32 2BJ",25/02/1997,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\12 Downsview, Holybourne, Alton, GU34 4HY_F21911-1S.pdf",F21911/1S,"12 Downsview, Holybourne, Alton, GU34 4HY",07/12/1992,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\The Spaniard Inn, Bramshott Chase, Bramshott, Liphook, Hampshire, GU26 6DE_RGC-MCC-F23817-5- ENF249.pdf",RGC/MCC/F23817/5/ ENF249,"The Spaniard Inn, Bramshott Chase, Bramshott, Liphook, Hampshire, GU26 6DE",15/01/1992,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\31 Telegraph Lane, Four Marks, Hampshire, GU34 5AX_F25982-1.pdf",F25982/1,"31 Telegraph Lane, Four Marks, Hampshire, GU34 5AX",29/01/1992,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\Basingstoke Road Alton Hants, GU34 1QJ_F.29769-9.pdf",F.29769/9,"Basingstoke Road Alton Hants, GU34 1QJ",10/08/1992,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\67 Blackberry Cottage, Four Marks, Alton, Hants, GU34 5DF_F 25569.pdf",F 25569,"67 Blackberry Cottage, Four Marks, Alton, Hants, GU34 5DF",03/01/1992,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\Willis Lane, Four Marks, Hants, GU34 5AP_F20537-6.pdf",F20537/6,"Willis Lane, Four Marks, Hants, GU34 5AP",03/01/1992,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\Carton House, Redwood Lane, Medstead, Hants, GU34 5PE_JW-1-1-0-93.pdf",JW/1/1/0/93,"Carton House, Redwood Lane, Medstead, Hants, GU34 5PE",03/01/1992,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\A32, Filmore Hill, Privett, GU34-3NX_RT-JW.pdf",RT/JW,"A32, Filmore Hill, Privett, GU34?3NX",30/09/1992,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\WINTON FARM, PETERSFIELD ROAD, ROPLEY, NR ALRESFORD_F.23690-7-ENF333.pdf",F.23690/7/ENF333,"WINTON FARM, PETERSFIELD ROAD, ROPLEY, NR ALRESFORD",08/09/1992,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\BLACKNEST WORKS, BLACKNEST ROAD, ALTON_FGB-MG.pdf",FGB/MG,"BLACKNEST WORKS, BLACKNEST ROAD, ALTON",11/11/1991,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\4 York Close, Whitehill, Bordon, Hampshire, GU35 9PX_AM-1-1-0-89.pdf",AM/1/1/0/89,"4 York Close, Whitehill, Bordon, Hampshire, GU35 9PX",31/10/1991,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\17 HIGH STREET, PETERSFIELD_F27058-12.pdf",F27058/12,"17 HIGH STREET, PETERSFIELD",23/10/1991,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\24 College Street, Petersfield, Hampshire, GU31 4BJ_CMM-91101383.pdf",CMM/91101383,"24 College Street, Petersfield, Hampshire, GU31 4BJ",15/10/1991,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\Forest Road, Whitehill, Bordon, Hampshire, GU35 0BH_CMM-91101305.pdf",CMM/91101305,"Forest Road, Whitehill, Bordon, Hampshire, GU35 0BH",10/10/1991,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\36 Newtown Road, Liphook, Hants, GU30 7DX_F23161 17.pdf",F23161 17,"36 Newtown Road, Liphook, Hants, GU30 7DX",09/10/1991,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\9 CHARLES STREET, PETERSFIELD, HAMPSHIRE_F20890-6.pdf",F20890/6,"9 CHARLES STREET, PETERSFIELD, HAMPSHIRE",03/10/1991,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\Greensway Meadows, Greensway Lane, Ramsdean, Petersfield, GU31 5SX_T-APP-C-91-M1710-612978.pdf",T/APP/C/91/M1710/612978,"Greensway Meadows, Greensway Lane, Ramsdean, Petersfield, GU31 5SX",17/09/1992,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\Alton Lane, Four Marks, Hants, GU34 5AL_F23912.pdf",F23912,"Alton Lane, Four Marks, Hants, GU34 5AL",22/08/1991,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\The Grange, South Hay, Binsted, GU35 9NR_31225-001-ENF324.pdf",31225/001/ENF324,"The Grange, South Hay, Binsted, GU35 9NR",20/08/1991,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\Renown Lime Quarry, Well Lane, Lower Froyle, Hampshire, GU34 4LP_T-APP-C-91-M1710-614835-P6.pdf",T/APP/C/91/M1710/614835/P6,"Renown Lime Quarry, Well Lane, Lower Froyle, Hampshire, GU34 4LP",23/09/1992,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices Jan 91 - July 93 25\The Glen, 50 Lymington Bottom, Four Marks, GU34 5AH_F29373- 8.pdf",F29373/ 8,"The Glen, 50 Lymington Bottom, Four Marks, GU34 5AH",22/10/2004,Planning Enforcement Notice,,,
