Job Number,Filepath,Planning Enforcement Reference Number,Address,Date,Document Type,BS7666UPRN,Easting,Northing
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\The Park Lodge, Bentworth, Alton, GU34 5JX_F.27099-018.pdf",F.27099/018,"The Park Lodge, Bentworth, Alton, GU34 5JX",17/05/1995,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Trodham Plant Hire, Liphook Road, Hollywater, Bordon, Hampshire, GU35 9AF_F29324-004-ENF447.pdf",F29324/004/ENF447,"Trodham Plant Hire, Liphook Road, Hollywater, Bordon, Hampshire, GU35 9AF",15/02/1996,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Lakeside, Heath Road West, Petersfield, GU31 4LA_RGC-D-1433.pdf",RGC/D/1433,"Lakeside, Heath Road West, Petersfield, GU31 4LA",24/03/1995,Planning Enforcement Notice,1710106918,475035.1,122821.5
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Church Farm, Upper Wield, Alresford, SO24 9RW_F27907-004-ENF444.pdf",F27907/004/ENF444,"Church Farm, Upper Wield, Alresford, SO24 9RW",03/05/1995,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Chilmark, 91 Station Road, Liss, GU33 7AQ_F30547-4.pdf",F30547/4,"Chilmark, 91 Station Road, Liss, GU33 7AQ",15/03/1995,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\207 Greenfield Crescent, Horndean, Waterlooville, Hants, PO8 9ER_DHH-JW.pdf",DHH/JW,"207 Greenfield Crescent, Horndean, Waterlooville, Hants, PO8 9ER",16/02/1995,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Unit 1, Farringdon Business Park, Farringdon Mill, Farringdon, Alton, Hampshire, GU34 3DZ_F27618-19.pdf",F27618/19,"Unit 1, Farringdon Business Park, Farringdon Mill, Farringdon, Alton, Hampshire, GU34 3DZ",16/12/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Elderberry Close, Clanfield, Hampshire, PO8 0XU_F29789-1.pdf",F29789/1,"Elderberry Close, Clanfield, Hampshire, PO8 0XU",02/12/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Elderberry Close, Clanfield, Hampshire, PO8 0XU_F29789-1_00001.pdf",F29789/1,"Elderberry Close, Clanfield, Hampshire, PO8 0XU",21/11/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\108a, The Causeway, Petersfield, GU31 4LL_F30822-5-ENF.pdf",F30822/5/ENF,"108a, The Causeway, Petersfield, GU31 4LL",05/07/1995,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\108A THE CAUSEWAY, PETERSFIELD_F30822-005-ENF442.pdf",F30822/005/ENF442,"108A THE CAUSEWAY, PETERSFIELD",30/01/1995,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\5 Oak Green Road, Four Marks, Alton, GU34 5HQ_F21293-22-A-925.pdf",F21293/22/A/925,"5 Oak Green Road, Four Marks, Alton, GU34 5HQ",13/10/1994,Planning Enforcement Notice,,,
JN24960,Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\N-A_F29043-1.pdf,F29043/1,N/A,09/09/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\LAND AT OAKLANDS FARM, SMITHFIELD LANE, HEADLEY_F.22262-004.pdf",F.22262/004,"LAND AT OAKLANDS FARM, SMITHFIELD LANE, HEADLEY",23/08/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Abbey Fruit Farm, Abbey Road, Medstead, Nr Alton, Hampshire, GU34 5PB_F23887-7.pdf",F23887/7,"Abbey Fruit Farm, Abbey Road, Medstead, Nr Alton, Hampshire, GU34 5PB",18/07/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\ABBEY FRUIT FARM, ABBEY ROAD, MEDSTEAD, NR ALTON, HAMPSHIRE_F23887-012-ENF439.pdf",F23887/012/ENF439,"ABBEY FRUIT FARM, ABBEY ROAD, MEDSTEAD, NR ALTON, HAMPSHIRE",13/10/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\52 BOROUGH ROAD, PETERSFIELD, HAMPSHIRE_FPE-3673.pdf",FPE/3673,"52 BOROUGH ROAD, PETERSFIELD, HAMPSHIRE",25/07/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\12a Riverside Close, Liss, Hampshire, GU33 7AE_F26770-019-ENF438.pdf",F26770/019/ENF438,"12a Riverside Close, Liss, Hampshire, GU33 7AE",12/07/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Binns Cottage, Oakhanger Road, Bordon, Hampshire, GU35 9HT_F22129-006-ENF437.pdf",F22129/006/ENF437,"Binns Cottage, Oakhanger Road, Bordon, Hampshire, GU35 9HT",14/11/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Monkwood Croft, Hill Farm Lane, Alresford, SO24 0HG_F20133-1.pdf",F20133/1,"Monkwood Croft, Hill Farm Lane, Alresford, SO24 0HG",17/06/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\17 Lenten Street, Alton, Hampshire, GU34 1HG_APP-M1710-H-94-0649.pdf",APP/M1710/H/94/0649,"17 Lenten Street, Alton, Hampshire, GU34 1HG",14/11/1994,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Sotherington Hop Kiln, Selborne, Alton, Hampshire GU34 3LP_MCC-1.pdf",MCC/1,"Sotherington Hop Kiln, Selborne, Alton, Hampshire GU34 3LP",03/05/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Downlands Farm, Steep Marsh, Petersfield, GU32 2BG_T-APP-C-94-M1710-634283.pdf",T/APP/C/94/M1710/634283,"Downlands Farm, Steep Marsh, Petersfield, GU32 2BG",23/01/1995,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\143 London Road, Horndean, Hampshire, Waterlooville, PO8 0HQ_AM-1.pdf",AM/1,"143 London Road, Horndean, Hampshire, Waterlooville, PO8 0HQ",21/04/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Hill House Nurseries, Liphook, Hampshire, GU30 7PX_F27625-011-ENF434.pdf",F27625/011/ENF434,"Hill House Nurseries, Liphook, Hampshire, GU30 7PX",30/06/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Hill House Nurseries, Passfield, Liphook, GU30 7PX_F.27625-010-CLU020.pdf",F.27625/010/CLU020,"Hill House Nurseries, Passfield, Liphook, GU30 7PX",12/04/1995,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Kinches Farm, Catherington Lane, Horndean, Hampshire, Waterlooville, PO8 0TG_F21864-006.pdf",F21864/006,"Kinches Farm, Catherington Lane, Horndean, Hampshire, Waterlooville, PO8 0TG",23/03/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Curtis Close, Headley, Bordon, GU35 8PB_F.25567-012.pdf",F.25567/012,"Curtis Close, Headley, Bordon, GU35 8PB",12/07/1996,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Sparkhams Yard, Liss, Hampshire, GU33 6JQ_AM-1-1-4-2.pdf",AM/1/1/4/2,"Sparkhams Yard, Liss, Hampshire, GU33 6JQ",14/03/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\FOREST HOUSE, WARREN ROAD, LISS FOREST_JA-WB.pdf",JA/WB,"FOREST HOUSE, WARREN ROAD, LISS FOREST",28/02/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Land Opposite, The Alhambra, Highfield Lane, Liphook, Hampshire, GU30 7LJ_JA-AM-94020066.pdf",JA/AM/94020066,"Land Opposite, The Alhambra, Highfield Lane, Liphook, Hampshire, GU30 7LJ",10/02/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\-Littlefields-, Hillbrow Road, Liss, GU33 7PX_F32302.pdf",F32302,"""Littlefields"", Hillbrow Road, Liss, GU33 7PX",27/01/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\18 Merchistoun Road, Horndean, Hampshire, PO8 9LS_HC-F.pdf",HC/F,"18 Merchistoun Road, Horndean, Hampshire, PO8 9LS",17/01/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\The Dairy, Kinches Farm, Catherington Lane, Catherington, PO8 0TG_T-APP-C-94-M1710-632766.pdf",T/APP/C/94/M1710/632766,"The Dairy, Kinches Farm, Catherington Lane, Catherington, PO8 0TG",23/09/1994,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\25 Borough Hill, Petersfield, Hampshire, GU32 3LQ_F29082-1.pdf",F29082/1,"25 Borough Hill, Petersfield, Hampshire, GU32 3LQ",11/01/1994,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\Home Farm, Petersfield Road, Ropley, Alresford, Hampshire, SO24 0EF_F.24003-006.pdf",F.24003/006,"Home Farm, Petersfield Road, Ropley, Alresford, Hampshire, SO24 0EF",31/08/1994,Planning Enforcement Appeal Decision,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\143 THE CAUSEWAY, PETERSFIELD_F22848-29.pdf",F22848/29,"143 THE CAUSEWAY, PETERSFIELD",24/12/1993,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\West Mark Camp, Midhurst Road, Sheet, Petersfield, Hampshire, GU31 5AT_F30747-4.pdf",F30747/4,"West Mark Camp, Midhurst Road, Sheet, Petersfield, Hampshire, GU31 5AT",09/12/1993,Planning Enforcement Notice,,,
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\40 Telegraph Lane, Four Marks, Alton, GU34 5AX_F.24862-9.pdf",F.24862/9,"40 Telegraph Lane, Four Marks, Alton, GU34 5AX",10/08/1994,Planning Enforcement Appeal Decision,1710006684,467729.7,135128.9
JN24960,"Box 26_Client Box 26\ENF Notices Nov 93 - Apr 96 25B\40 Telegraph Lane, Four Marks, Alton, GU34 5AX_F.24862-9_00001.pdf",F.24862/9,"40 Telegraph Lane, Four Marks, Alton, GU34 5AX",10/08/1994,Planning Enforcement Appeal Decision,1710006684,467729.7,135128.9
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\HAWKLEY ROAD, LISS, GU33 6JT_CB-Plan-Enf-2095.pdf",CB/Plan-Enf/2095,"HAWKLEY ROAD, LISS, GU33 6JT",20/01/2005,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\78 Bowes Hill, Rowlands Castle, Hants, PO9 6BS_F.37085-009.pdf",F.37085/009,"78 Bowes Hill, Rowlands Castle, Hants, PO9 6BS",07/01/2005,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\St Mary's Churchyard & Village Green, Lasham, Alton, GU34_F.34047-001.pdf",F.34047/001,"St Mary's Churchyard & Village Green, Lasham, Alton, GU34",02/12/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Overstream, Church Road, Liphook, Hampshire, GU30 7SR_CB-Plan-Enf-2068.pdf",CB/Plan-Enf/2068,"Overstream, Church Road, Liphook, Hampshire, GU30 7SR",30/11/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\UPLANDS, HAWKLEY, LISS, GU33 6NH_F.32535-009-E0DC.pdf",F.32535/009/E0DC,"UPLANDS, HAWKLEY, LISS, GU33 6NH",16/08/2005,Planning Enforcement Appeal Decision,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\55 Monument Chase, Whitehill, Bordon, GU35 9QS_F.38864-001.pdf",F.38864/001,"55 Monument Chase, Whitehill, Bordon, GU35 9QS",08/04/2005,Planning Enforcement Notice,1710001581,480137,134464
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\HARTLEYWOOD FARMHOUSE, OAKHANGER ROAD, OAKHANGER, BORDON, GU35 9JW_APP-M1710-C-05-2000692.pdf",APP/M1710/C/05/2000692,"HARTLEYWOOD FARMHOUSE, OAKHANGER ROAD, OAKHANGER, BORDON, GU35 9JW",03/10/2005,Planning Enforcement Appeal Decision,10032899231,477017.9,136667.8
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Bentley Sewage Works, Bentley, Farnham, Hampshire, GU10 5JS_APP-M1710-C-04-2000127-128.pdf",APP/M1710/C/04/2000127-128,"Bentley Sewage Works, Bentley, Farnham, Hampshire, GU10 5JS",23/08/2005,Planning Enforcement Appeal Decision,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Anbury, New Inn Fields, Sleaford, Bordon & Sleaford Bridge House North, Farnham Road, Bordon, GU35 9LH & GU35 9LJ_CB-Plan-Enf-2033.pdf",CB/Plan-Enf/2033,"Anbury, New Inn Fields, Sleaford, Bordon & Sleaford Bridge House North, Farnham Road, Bordon, GU35 9LH & GU35 9LJ",11/05/2005,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\24 Wellhouse Road, Beech, Alton, GU34 4AH_N-A.pdf",N/A,"24 Wellhouse Road, Beech, Alton, GU34 4AH",30/11/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\SLEAFORD BRIDGE HOUSE NORTH, FARNHAM ROAD, BORDON, GU35 9LJ_CB-Plan-Enf-2033.pdf",CB/Plan-Enf/2033,"SLEAFORD BRIDGE HOUSE NORTH, FARNHAM ROAD, BORDON, GU35 9LJ",09/11/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Fairlea, 101 Blackberry Lane, Four Marks, GU34 5DJ_F.31516-003.pdf",F.31516/003,"Fairlea, 101 Blackberry Lane, Four Marks, GU34 5DJ",17/07/2006,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\NEW INN, FARNHAM ROAD, SLEAFORD, BORDON, GU35_F.23110-029.pdf",F.23110/029,"NEW INN, FARNHAM ROAD, SLEAFORD, BORDON, GU35",13/10/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\New Barn Stables, The Street, Binsted, Alton, GU34 4PF_F.22136-013.pdf",F.22136/013,"New Barn Stables, The Street, Binsted, Alton, GU34 4PF",28/10/2004,Planning Enforcement Notice,1710039774,477898,141102
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\EAST OF MILL LANE, HEADLEY_F.38947.pdf",F.38947,"EAST OF MILL LANE, HEADLEY",16/10/2006,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Plot 37, Junction of Lovedean Lane, Hinton Daubney Hill, Clanfield, Waterlooville, Hampshire, PO8_IL-1L12.pdf",IL/1L12,"Plot 37, Junction of Lovedean Lane, Hinton Daubney Hill, Clanfield, Waterlooville, Hampshire, PO8",31/08/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\AND HINTON DAUBNEY HILL, CLANFIELD, WATERLOOVILLE, HAMPSHIRE, P08_tjp-Plan-Enf-1184.pdf",tjp/Plan/Enf/1184,"AND HINTON DAUBNEY HILL, CLANFIELD, WATERLOOVILLE, HAMPSHIRE, P08",01/09/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Plot 46, The Junction of Lovedean Lane and Hinton Daubney Hill, Clanfield, Waterlooville, Hampshire, PO8_ENF697.pdf",ENF697,"Plot 46, The Junction of Lovedean Lane and Hinton Daubney Hill, Clanfield, Waterlooville, Hampshire, PO8",02/09/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\THE OLD HOLME SCHOOL, CRABTREE LANE, HEADLEY_F.33049-005.pdf",F.33049/005,"THE OLD HOLME SCHOOL, CRABTREE LANE, HEADLEY",16/05/2005,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Summerdale Farm, Hatch Lane, Liss, Hampshire, GU33 7NJ_F.34808-003-CLU4.pdf",F.34808/003/CLU4,"Summerdale Farm, Hatch Lane, Liss, Hampshire, GU33 7NJ",24/08/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Summerdale Farm, Hatch Lane, Liss, Hampshire, GU33 7NJ_F.34808-003-CLU4_00001.pdf",F.34808/003/CLU4,"Summerdale Farm, Hatch Lane, Liss, Hampshire, GU33 7NJ",24/08/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Oakhanger Stream, Shortheath Common, Oakhanger, Bordon, GU35 9JP_F.37026-001.pdf",F.37026/001,"Oakhanger Stream, Shortheath Common, Oakhanger, Bordon, GU35 9JP",06/08/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\AND HINTON DAUBNEY HILL, CLANFIELD, WATERLOOVILLE, HAMPSHIRE, P08_F37026-004.pdf",F37026/004,"AND HINTON DAUBNEY HILL, CLANFIELD, WATERLOOVILLE, HAMPSHIRE, P08",29/07/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Chawton Park Bungalow, Bricklin Lane, Chawton, Alton, Hampshire, GU34 5ET_F.36535-003.pdf",F.36535/003,"Chawton Park Bungalow, Bricklin Lane, Chawton, Alton, Hampshire, GU34 5ET",21/07/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\52 LIPHOOK ROAD, LINDFORD, BORDON, GU35 OPP_F.23871-005.pdf",F.23871/005,"52 LIPHOOK ROAD, LINDFORD, BORDON, GU35 OPP",15/07/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\52 LIPHOOK ROAD, LINDFORD, BORDON, GU35 OPP_F.23871-009.pdf",F.23871/009,"52 LIPHOOK ROAD, LINDFORD, BORDON, GU35 OPP",05/07/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\PETERSFIELD ROAD, MONKWOOD, ALRESFORD, HAMPSHIRE, S024 OHB_F.24421-004.pdf",F.24421/004,"PETERSFIELD ROAD, MONKWOOD, ALRESFORD, HAMPSHIRE, S024 OHB",02/07/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\AT WISHANGER FISHING LAKES, WISHANGER LANE, CHURT_NL-Plan-Enf.pdf",NL/Plan-Enf,"AT WISHANGER FISHING LAKES, WISHANGER LANE, CHURT",25/06/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Maylands, Goring Avenue, Waterlooville, Hants, PO8 0JZ_tjp-Plan-Enf-1070.pdf",tjp/Plan/Enf/1070,"Maylands, Goring Avenue, Waterlooville, Hants, PO8 0JZ",02/03/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\6 ROCKDALE, HEADLEY ROAD, GRAYSHOTT, HINDHEAD, GU26 6TU_F.34237.pdf",F.34237,"6 ROCKDALE, HEADLEY ROAD, GRAYSHOTT, HINDHEAD, GU26 6TU",30/11/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\2 STANLEY COTTAGES, THE STREET, BINSTEAD, HAMPSHIRE_APP-M1710-C-04-1151615.pdf",APP/M1710/C/04/1151615,"2 STANLEY COTTAGES, THE STREET, BINSTEAD, HAMPSHIRE",23/04/2004,Planning Enforcement Appeal Decision,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Barn House, Barn Lane, Four Marks, Alton, GU34 5JA_F.29109-007.pdf",F.29109/007,"Barn House, Barn Lane, Four Marks, Alton, GU34 5JA",19/04/2004,Planning Enforcement Notice,1710100513,465748,134201
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Frensham Lane, Lindford, Bordon, Hampshire, GU35 0QH_F.24236-013.pdf",F.24236/013,"Frensham Lane, Lindford, Bordon, Hampshire, GU35 0QH",16/04/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Summerdale Farm, Hatch Lane, Liss, Hampshire, GU33 7NJ_F.34808-014.pdf",F.34808/014,"Summerdale Farm, Hatch Lane, Liss, Hampshire, GU33 7NJ",05/04/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Red House Mobile Home Site, Hogmoor Road, Whitehall, Bordon, Hampshire, GU35 9HP_UZH-52613-001.pdf",UZH/52613/001,"Red House Mobile Home Site, Hogmoor Road, Whitehall, Bordon, Hampshire, GU35 9HP",16/03/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Junction of B3004 and A325 Farnham Road, Sleaford, Bordon, GU35 9LJ_tjp-Plan-Enf-972.pdf",tjp/Plan/Enf/972,"Junction of B3004 and A325 Farnham Road, Sleaford, Bordon, GU35 9LJ",02/03/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\The New Inn, Forge Road, Sleaford, Bordon, Hampshire, GU35 0DX_F.38316.pdf",F.38316,"The New Inn, Forge Road, Sleaford, Bordon, Hampshire, GU35 0DX",24/02/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Barn House, Barn Lane, Four Marks, Alton, GU34 5JA_ENF 678A.pdf",ENF 678A,"Barn House, Barn Lane, Four Marks, Alton, GU34 5JA",25/02/2004,Planning Enforcement Notice,1710100513,465748,134201
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\TUDOR COTTAGE, LONDON ROAD, PETERSFIELD, HAMPSHIRE, GU31 5AJ_F.28302-004.pdf",F.28302/004,"TUDOR COTTAGE, LONDON ROAD, PETERSFIELD, HAMPSHIRE, GU31 5AJ",27/02/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\SUMMERDALE FARM, HATCH LANE, LISS, GU33 7NJ_F34808-012.pdf",F34808/012,"SUMMERDALE FARM, HATCH LANE, LISS, GU33 7NJ",21/01/2004,Planning Enforcement Notice,1710043019,479260,127777
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\10 Kings Hill, Beech, Alton, GU34 4AL_F30797-012.pdf",F30797/012,"10 Kings Hill, Beech, Alton, GU34 4AL",08/02/2005,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Downhouse Farm, Waterlooville, Hampshire, PO8 0TZ_F.34808-010.pdf",F.34808/010,"Downhouse Farm, Waterlooville, Hampshire, PO8 0TZ",02/02/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\SOCIAL CLUB, ANSTEY ROAD, ALTON, GU34 2RL_F.30667-003.pdf",F.30667/003,"SOCIAL CLUB, ANSTEY ROAD, ALTON, GU34 2RL",15/01/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\20 Nickleby Road, Waterlooville, Hampshire, PO8 0RH_F.36790-EODH.pdf",F.36790/EODH,"20 Nickleby Road, Waterlooville, Hampshire, PO8 0RH",02/12/2003,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\ROAD, STROUD, PETERSFIELD_JG-Plan-Enf-793.pdf",JG/Plan/Enf/793,"ROAD, STROUD, PETERSFIELD",11/11/2003,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Woodcroft Farm, Chalton, Waterlooville, Hampshire, PO8 0BD_F.35557-002.pdf",F.35557/002,"Woodcroft Farm, Chalton, Waterlooville, Hampshire, PO8 0BD",26/09/2003,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Eight Bells Public House, Church Street, Alton, GU34 2DA_F.23234-007.pdf",F.23234/007,"Eight Bells Public House, Church Street, Alton, GU34 2DA",29/07/2005,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\10 Kings Hill, Beech, Alton, GU34 4AL_F.30797-012.pdf",F.30797/012,"10 Kings Hill, Beech, Alton, GU34 4AL",17/12/2003,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Unit 2, Malthouse Yard, Main Road, Kingsley, Hampshire, GU35 9LW_F.24435-015.pdf",F.24435/015,"Unit 2, Malthouse Yard, Main Road, Kingsley, Hampshire, GU35 9LW",04/12/2003,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\Red House Mobile Home Site, Hogmoor Road, Whitehill, Bordon, GU35 9HP_F.24979-008.pdf",F.24979/008,"Red House Mobile Home Site, Hogmoor Road, Whitehill, Bordon, GU35 9HP",05/04/2004,Planning Enforcement Notice,,,
JN24960,"Box 27_Client Box 27\ENF Notices Aug 03 - Jan 05\2 RIDGE COTTAGE, LONDON ROAD, PETERSFIELD, GU31 5AJ_F.34953-3.pdf",F.34953/3,"2 RIDGE COTTAGE, LONDON ROAD, PETERSFIELD, GU31 5AJ",18/03/2004,Planning Enforcement Notice,,,
