Job Number,Filepath,Address,Date,BS7666UPRN,Easting,Northing
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\HEATHSIDE HOSPITAL, PETERSFIELD HAMPSHIRE_27-11-1996.pdf","HEATHSIDE HOSPITAL, PETERSFIELD HAMPSHIRE",27/11/96,,,
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\HINTON MANOR, NEAR CATHERINGTON, WATERLOOVILLE, HANTS_17-03-1998.pdf","HINTON MANOR, NEAR CATHERINGTON, WATERLOOVILLE, HANTS",17/03/98,,,
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\HORNDEAN FOOTBALL CLUB, FIVE HEADS ROAD, HORNDEAN, WATERLOOVILLE, PO8 9NZ_12-01-1995.pdf","HORNDEAN FOOTBALL CLUB, FIVE HEADS ROAD, HORNDEAN, WATERLOOVILLE, PO8 9NZ",12/01/95,100062456518,470065.00,113509.00
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\KYRIWEN JOY, PETERSFIELD ROAD, WHITEHILL, BORDON, GU35 9BU_25-11-1994.pdf","KYRIWEN JOY, PETERSFIELD ROAD, WHITEHILL, BORDON, GU35 9BU",25/11/94,100060273072,479257.60,134116.40
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\LAKESIDE, HEATH ROAD WEST, PETERSFIELD, GU31 4LA_23-03-1995.pdf","LAKESIDE, HEATH ROAD WEST, PETERSFIELD, GU31 4LA",23/03/95,1710106918,475035.10,122821.50
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\LAND AT LITTLE LEIGH FARM, PROSPECT LANE, ROWLANDS CASTLE_15-08-1996.pdf","LAND AT LITTLE LEIGH FARM, PROSPECT LANE, ROWLANDS CASTLE",15/08/96,10090975244,472782.00,108784.00
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\LUDMORE COTTAGES, BROADWAY LANE LOVEDEAN_03-09-1996.pdf","LUDMORE COTTAGES, BROADWAY LANE LOVEDEAN",03/09/96,,,
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\MILL LANE, ALTON_25-06-1997.pdf","MILL LANE, ALTON",25/06/97,,,
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\MILL LANE, ALTON, HAMPSHIRE_05-11-1998.pdf","MILL LANE, ALTON, HAMPSHIRE",05/11/98,,,
JN24960,Box 20_Client Box 20\Misc - 1994-2000\OMEGA PARK ALTON HAMPSHIRE_13-12-1994.pdf,OMEGA PARK ALTON HAMPSHIRE,13/12/94,,,
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\OMEGA PARK, ALTON, HAMPSHIRE_22-09-1998.pdf","OMEGA PARK, ALTON, HAMPSHIRE",22/09/98,,,
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\RAKE ROAD, LISS_01-02-1995.pdf","RAKE ROAD, LISS",01/02/95,,,
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\RIVERSIDE CLOSE, LISS_05-03-1996.pdf","RIVERSIDE CLOSE, LISS",05/03/96,,,
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\SHORTHEATH COMMON, KINGLSEY_08-01-1997.pdf","SHORTHEATH COMMON, KINGLSEY",08/01/97,,,
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\SOUTHLEIGH LANDFILL, EMSWORTH COMMON ROAD, HAVANT, HAMPSHIRE_11-06-2002.pdf","SOUTHLEIGH LANDFILL, EMSWORTH COMMON ROAD, HAVANT, HAMPSHIRE",11/06/02,,,
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\THE PIGEONS COPSE, HILL BROW ROAD, LISS_22-06-1995.pdf","THE PIGEONS COPSE, HILL BROW ROAD, LISS",22/06/95,,,
JN24960,Box 20_Client Box 20\Misc - 1994-2000\THREE BOWL BARROWS ON RAMSDEAN DOWN_25-01-1995.pdf,THREE BOWL BARROWS ON RAMSDEAN DOWN,25/01/95,,,
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\WASHFORD LANE, BORDON_25-09-2000.pdf","WASHFORD LANE, BORDON",25/09/00,,,
JN24960,Box 20_Client Box 20\Misc - 1994-2000\WEALDEN HEATHS PHASE II_13-03-1998.pdf,WEALDEN HEATHS PHASE II,13/03/98,,,
JN24960,Box 20_Client Box 20\Misc - 1994-2000\WEALDEN HEATHS PHASE II_13-04-1999.pdf,WEALDEN HEATHS PHASE II,13/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\WESTBURY HOUSE, EAST MEON_12-08-1997.pdf","WESTBURY HOUSE, EAST MEON",12/08/97,,,
JN24960,"Box 20_Client Box 20\Misc - 1994-2000\WOOLMER FARM, BRAMSHOTT, HAMPSHIRE_02-08-1996.pdf","WOOLMER FARM, BRAMSHOTT, HAMPSHIRE",02/08/96,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\14 SUNDERTON LANE, CLANFIELD, WATERLOOVILLE, PO8 0NU_05-10-1999.pdf","14 SUNDERTON LANE, CLANFIELD, WATERLOOVILLE, PO8 0NU",05/10/99,100060291238,470043.00,116061.00
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\2 DOWNHOUSE ROAD, CATHERINGTON, WATERLOOVILLE, PO8 0TX_11-01-1999.pdf","2 DOWNHOUSE ROAD, CATHERINGTON, WATERLOOVILLE, PO8 0TX",11/01/99,100060287493,469522.40,115224.80
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\31 PIPERS MEAD, CLANFIELD, WATERLOOVILLE, PO8 0ST_25-07-2000.pdf","31 PIPERS MEAD, CLANFIELD, WATERLOOVILLE, PO8 0ST",25/07/00,100060290223,469445.00,116305.00
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\43-51 PORTSMOUTH ROAD, HORNDEAN, WATERLOOVILLE, PO8 9LN_17-08-1999.pdf","43-51 PORTSMOUTH ROAD, HORNDEAN, WATERLOOVILLE, PO8 9LN",17/08/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\57 NEWTOWN ROAD, LIPHOOK, GU30 7DX_20-03-2000.pdf","57 NEWTOWN ROAD, LIPHOOK, GU30 7DX",20/03/00,100060277337,484077.00,131060.00
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\6 CRADLE LANE, FRITH END, BORDON, GU35 0QT_14-05-1999.pdf","6 CRADLE LANE, FRITH END, BORDON, GU35 0QT",14/05/99,100060270058,481406.00,139589.00
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\BELL BARROW 300M NORTH EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE_21-04-1999.pdf","BELL BARROW 300M NORTH EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE",21/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\BOWL BARROW 100M SOUTH EAST OF LOWER BORDEAN FARM, EAST HAMPSHIRE, HAMPSHIRE_20-04-1999.pdf","BOWL BARROW 100M SOUTH EAST OF LOWER BORDEAN FARM, EAST HAMPSHIRE, HAMPSHIRE",20/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\BOWL BARROW 160M SOUTH OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE_21-04-1999.pdf","BOWL BARROW 160M SOUTH OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE",21/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\BOWL BARROW 190M NORTH EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE_21-04-1999.pdf","BOWL BARROW 190M NORTH EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE",21/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\BOWL BARROW 230M SOUTH EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE_21-04-1999.pdf","BOWL BARROW 230M SOUTH EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE",21/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\BOWL BARROW 240M EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE_21-04-1999.pdf","BOWL BARROW 240M EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE",21/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\BOWL BARROW 250M WEST OF THE JUNCTION OF THE A32 AND FAWLEY LANE, PART OF THE JUMPS ROUND BARROW CEMETERY, EAST HAMPSHIRE, HAMPSHIRE_17-10-2000.pdf","BOWL BARROW 250M WEST OF THE JUNCTION OF THE A32 AND FAWLEY LANE, PART OF THE JUMPS ROUND BARROW CEMETERY, EAST HAMPSHIRE, HAMPSHIRE",17/10/00,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\BOWL BARROW 330M SOUTH WEST OF THE JUNCTION OF THE A32 AND FAWLEY LANE, PART OF THE JUMPS ROUND BARROW CEMETERY, EAST HAMPSHIRE, HAMPSHIRE_17-10-2000.pdf","BOWL BARROW 330M SOUTH WEST OF THE JUNCTION OF THE A32 AND FAWLEY LANE, PART OF THE JUMPS ROUND BARROW CEMETERY, EAST HAMPSHIRE, HAMPSHIRE",17/10/00,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\BOWL BARROW 490M SOUTH OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE_21-04-1999.pdf","BOWL BARROW 490M SOUTH OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE",21/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\BOWL BARROW AND TWO SAUCER BARROWS 440M SOUTH EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE_21-04-1999.pdf","BOWL BARROW AND TWO SAUCER BARROWS 440M SOUTH EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE",21/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\BOWL BARROW IMMEDIATELY NORTH OF BORDEAN HOUSE, EAST HAMPSHIRE, HAMPSHIRE_20-04-2000.pdf","BOWL BARROW IMMEDIATELY NORTH OF BORDEAN HOUSE, EAST HAMPSHIRE, HAMPSHIRE",20/04/00,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\BUCKMORE FARM, BECKHAM LANE, PETERSFIELD, GU32 3BU_12-12-2000.pdf","BUCKMORE FARM, BECKHAM LANE, PETERSFIELD, GU32 3BU",12/12/00,1710000776,473688.00,123886.00
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\CATHERINGTON LANE, HORNDEAN_16-07-2001.pdf","CATHERINGTON LANE, HORNDEAN",16/07/01,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\DICKERS LANE, ALTON, HAMPSHIRE_30-09-1999.pdf","DICKERS LANE, ALTON, HAMPSHIRE",30/09/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\DISC BARROW 310M EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE_21-04-1999.pdf","DISC BARROW 310M EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE",21/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\DISC BARROW 460M SOUTH OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE_21-04-1999.pdf","DISC BARROW 460M SOUTH OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE",21/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\FOOTPATH BINSTED 61- 6 CRADLE LANE, FRITH END, BORDON, GU35 0QT_17-05-1999.pdf","FOOTPATH BINSTED 61: 6 CRADLE LANE, FRITH END, BORDON, GU35 0QT",17/05/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\FORMER EGGARS GRAMMAR SCHOOL, ANSTEY ROAD, ALTON_14-04-1999.pdf","FORMER EGGARS GRAMMAR SCHOOL, ANSTEY ROAD, ALTON",14/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\FORMER VESSA SITE, DICKERS LANE, ALTON_30-01-2002.pdf","FORMER VESSA SITE, DICKERS LANE, ALTON",30/01/02,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\HIGH STREET, BORDON_05-03-1999.pdf","HIGH STREET, BORDON",05/03/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\HOGMOOR PARK, PETERSFIELD, BORDON, HAMPSHIRE_24-11-1999.pdf","HOGMOOR PARK, PETERSFIELD, BORDON, HAMPSHIRE",24/11/99,,,
JN24960,Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\LAND AT KINGSWOOD RISE_22-06-2004.pdf,LAND AT KINGSWOOD RISE,22/06/04,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\LANGRISH MANOR FARM DOVECOTE, EAST HAMPSHIRE, HAMPSHIRE_23-07-1999.pdf","LANGRISH MANOR FARM DOVECOTE, EAST HAMPSHIRE, HAMPSHIRE",23/07/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\LORD MAYOR TRELOAR HOSPITAL, CHAWTON PARK ROAD, ALTON, GU34 1RJ_04-10-1999.pdf","LORD MAYOR TRELOAR HOSPITAL, CHAWTON PARK ROAD, ALTON, GU34 1RJ",04/10/99,100062663838,470612.00,138271.00
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\MARKET SQUARE DEVELOPMENT, ALTON_05-12-2000.pdf","MARKET SQUARE DEVELOPMENT, ALTON",05/12/00,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\SAUCER BARROW 220M SOUTH OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE_21-04-1999.pdf","SAUCER BARROW 220M SOUTH OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE",21/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\STATION ROAD, PETERSFIELD, HAMPSHIRE_12-12-2000.pdf","STATION ROAD, PETERSFIELD, HAMPSHIRE",12/12/00,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\TANHOUSE LANE, ALTON_14-06-1999.pdf","TANHOUSE LANE, ALTON",14/06/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\THE CAUSEWAY, PETERSFIELD, HAMPSHIRE_16-11-2000.pdf","THE CAUSEWAY, PETERSFIELD, HAMPSHIRE",16/11/00,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\THE EIGHT BELLS PUBLIC HOUSE, CHURCH STREET, ALTON, GU34 2DA_27-07-1999.pdf","THE EIGHT BELLS PUBLIC HOUSE, CHURCH STREET, ALTON, GU34 2DA",27/07/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\THE FOREST CENTRE, FOREST ROAD, BORDON, HAMPSHIRE_31-05-2000.pdf","THE FOREST CENTRE, FOREST ROAD, BORDON, HAMPSHIRE",31/05/00,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\THE GOLDEN POT PUBLIC HOUSE, ALTON, HAMPSHIRE_10-08-1999.pdf","THE GOLDEN POT PUBLIC HOUSE, ALTON, HAMPSHIRE",10/08/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\THE OAST, WILL HALL FARM, ALTON_13-12-1999.pdf","THE OAST, WILL HALL FARM, ALTON",13/12/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\THREE DISC BARROWS ON LONGMOOR COMMON, 250M NORTH WEST OF THE CHURCH, EAST HAMPSHIRE, HAMPSHIRE_19-10-1999.pdf","THREE DISC BARROWS ON LONGMOOR COMMON, 250M NORTH WEST OF THE CHURCH, EAST HAMPSHIRE, HAMPSHIRE",19/10/99,,,
JN24960,Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\TRUNK ROAD A3 BETWEEN THURSLEY BY-PASS SURREY AND BRAMSHOTT COMMON HAMPSHIRE_21-04-1993.pdf,TRUNK ROAD A3 BETWEEN THURSLEY BY-PASS SURREY AND BRAMSHOTT COMMON HAMPSHIRE,21/04/93,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\TWIN BOWL BARROW 325M SOUTH EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE_21-04-1999.pdf","TWIN BOWL BARROW 325M SOUTH EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE",21/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\TWIN BOWL BARROW 660M EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE_21-04-1999.pdf","TWIN BOWL BARROW 660M EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE",21/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\TWO BARROWS IMMEDIATELY NORTH EAST OF LOWER BORDEAN FARM, EAST HAMPSHIRE, HAMPSHIRE_20-04-1999.pdf","TWO BARROWS IMMEDIATELY NORTH EAST OF LOWER BORDEAN FARM, EAST HAMPSHIRE, HAMPSHIRE",20/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\TWO BOWL BARROWS 150M SOUTH EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE_21-04-1999.pdf","TWO BOWL BARROWS 150M SOUTH EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE",21/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\TWO BOWL BARROWS 300M SOUTH EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE_21-04-1999.pdf","TWO BOWL BARROWS 300M SOUTH EAST OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE",21/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\TWO BOWL BARROWS AND A SAUCER BARROW 360M SOUTH OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE_21-04-1999.pdf","TWO BOWL BARROWS AND A SAUCER BARROW 360M SOUTH OF THE CLUB HOUSE ON PETERSFIELD HEATH COMMON, PART OF THE PETERSFIELD HEATH GROUP, EAST HAMPSHIRE, HAMPSHIRE",21/04/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\UPPER GREENSAND HANGERS- EMPSHOTT TO HAWKLEY SITE OF SPECIAL SCIENTIFIC INTEREST, HAMPSHIRE_28-10-1999.pdf","UPPER GREENSAND HANGERS: EMPSHOTT TO HAWKLEY SITE OF SPECIAL SCIENTIFIC INTEREST, HAMPSHIRE",28/10/99,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\UPPER GREENSAND HANGERS- WYCK TO WHEATLEY SITE OF SPECIAL SCIENTIFIC INTEREST (SSSI), HAMPSHIRE_04-07-2000.pdf","UPPER GREENSAND HANGERS: WYCK TO WHEATLEY SITE OF SPECIAL SCIENTIFIC INTEREST (SSSI), HAMPSHIRE",04/07/00,,,
JN24960,"Box 20_Client Box 20\Misc - Dec 2000 - Jan 2002\WALLDOWN ENCLOSURES, WHITEHILL, HAMPSHIRE_17-06-2002.pdf","WALLDOWN ENCLOSURES, WHITEHILL, HAMPSHIRE",17/06/02,,,
JN24960,Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\2 PINE VILLAS LONGMOOR AND GREATHAM HAMPSHIRE_06-05-1993.pdf,2 PINE VILLAS LONGMOOR AND GREATHAM HAMPSHIRE,06/05/93,,,
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\30 HIGH STREET, ALTON, GU34 1BN_05-07-1994.pdf","30 HIGH STREET, ALTON, GU34 1BN",05/07/94,1710020542,471786.34,139407.96
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\30 HIGH STREET, ALTON, GU34 1BN_30-07-1997.pdf","30 HIGH STREET, ALTON, GU34 1BN",30/07/97,1710020542,471786.34,139407.96
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\45 BYDEAN FARM, HIGH CROSS, FROXFIELD, PETERSFIELD, HAMPSHIRE_16-12-1994.pdf","45 BYDEAN FARM, HIGH CROSS, FROXFIELD, PETERSFIELD, HAMPSHIRE",16/12/94,,,
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\99 NEW ROAD, CLANFIELD, WATERLOOVILLE, PO8 0NJ_13-01-1994.pdf","99 NEW ROAD, CLANFIELD, WATERLOOVILLE, PO8 0NJ",13/01/94,1710015846,470217.00,115901.00
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\BABSFIELD, BANTLEY HAMPSHIRE_18-06-1993.pdf","BABSFIELD, BANTLEY HAMPSHIRE",18/06/93,,,
JN24960,Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\BLACKMOOR BORDON HAMPSHIRE_29-07-1994.pdf,BLACKMOOR BORDON HAMPSHIRE,29/07/94,,,
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\BOROVERE LANE, ALTON HAMPSHIRE_18-06-1993.pdf","BOROVERE LANE, ALTON HAMPSHIRE",18/06/93,,,
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\BOWLESWOOD FARM, GRAYSHOTT ROAD, HEADLEY DOWN, BORDON, GU35 8LA_29-10-1993.pdf","BOWLESWOOD FARM, GRAYSHOTT ROAD, HEADLEY DOWN, BORDON, GU35 8LA",29/10/93,100062347188,484893.10,136125.38
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\BOWLESWOOD FARM, GRAYSHOTT ROAD, HEADLEY DOWN, HAMPSHIRE_15-07-1993.pdf","BOWLESWOOD FARM, GRAYSHOTT ROAD, HEADLEY DOWN, HAMPSHIRE",15/07/93,,,
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\BROXHEAD AND KINGSLEY COMMON SITE OF SPECIAL SCIENTIFIC INTEREST, HAMPSHIRE_15-10-1993.pdf","BROXHEAD AND KINGSLEY COMMON SITE OF SPECIAL SCIENTIFIC INTEREST, HAMPSHIRE",15/10/93,,,
JN24960,Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\BROXHEAD AND KINGSLEY COMMONS HAMPSHIRE_17-06-1994.pdf,BROXHEAD AND KINGSLEY COMMONS HAMPSHIRE,17/06/94,,,
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\BROXHEAD AND KINGSLEY COMMONS SITE OF SPECIAL SCIENTIFIC INTEREST, HAMPSHIRE_15-10-1993.pdf","BROXHEAD AND KINGSLEY COMMONS SITE OF SPECIAL SCIENTIFIC INTEREST, HAMPSHIRE",15/10/93,,,
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\BURNT ASH HUSE, SHEET TRALLEE, 12 (OTHERWISE 16), CHURCH ROAD, BRAMSHOTT_01-04-1993.pdf","BURNT ASH HUSE, SHEET TRALLEE, 12 (OTHERWISE 16), CHURCH ROAD, BRAMSHOTT",01/04/93,,,
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\BUTSER HILL, EAST MEON LANGRISH_19-09-1994.pdf","BUTSER HILL, EAST MEON LANGRISH",19/09/94,,,
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\CAKERS LANE, ALTON HAMPSHIRE_12-04-1995.pdf","CAKERS LANE, ALTON HAMPSHIRE",12/04/95,,,
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\CATHERINGTON LANE, HORDEAN HAMPSHIRE_10-11-1994.pdf","CATHERINGTON LANE, HORDEAN HAMPSHIRE",10/11/94,,,
JN24960,Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\CHILDERSTONE HOUSE LIPHOOK HAMPSHIRE_02-10-1998.pdf,CHILDERSTONE HOUSE LIPHOOK HAMPSHIRE,02/10/98,,,
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\CHURCH FARM, LASHAM_29-03-1994.pdf","CHURCH FARM, LASHAM",29/03/94,,,
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\DELL PIECE WEST, HORDEAN HAMPSHIRE_10-03-1999.pdf","DELL PIECE WEST, HORDEAN HAMPSHIRE",10/03/99,,,
JN24960,"Box 20_Client Box 20\Misc - Sept 1992 - Nov 1995\FORMER HORSE AND GROOM PUBLIC HUSE, EAST TISTED, ALTON_15-12-1994.pdf","FORMER HORSE AND GROOM PUBLIC HUSE, EAST TISTED, ALTON",15/12/94,,,
