Job Number,Filepath,Address,BS7666UPRN,Easting,Northing
JN24963,"Box 10\Street No. Horndean M-Z\21 Rowlands Castle Road, Horndean, Waterlooville, PO8 0DF.pdf","21 Rowlands Castle Road, Horndean, Waterlooville, PO8 0DF",1710013472,470889.8,112787
JN24963,"Box 10\Street No. Horndean M-Z\Blendworth Lodge, Church Path, Horndean, Waterlooville, PO8 0DG.pdf","Blendworth Lodge, Church Path, Horndean, Waterlooville, PO8 0DG",1710013473,470932.815,112843.325
JN24963,"Box 04\Horndean\Hillside Industrial Estate, London Road, Horndean, Waterlooville.pdf","Hillside Industrial Estate, London Road, Horndean, Waterlooville",1710013750,470418.0365,113926.06
JN24963,"Box 06\Miscellaneous\Jasmine House, 15 London Road, Horndean, Waterlooville, PO8 0BN.pdf","Jasmine House, 15 London Road, Horndean, Waterlooville, PO8 0BN",1710013756,470638,113262
JN24963,"Box 13\PR Addresses Already Existing\47 London Road, Horndean, Waterlooville, PO8 0BW.pdf","47 London Road, Horndean, Waterlooville, PO8 0BW",1710013773,470568.08,113427.05
JN24963,"Box 04\Horndean\Anchor House, 70 London Road, Horndean, Waterlooville, PO8 0BX.pdf","Anchor House, 70 London Road, Horndean, Waterlooville, PO8 0BX",1710013794,470602.8,113533.6
JN24963,"Box 10\Street No. Horndean F-L\Coopers Rise, 39a London Road, Horndean, Waterlooville, PO8 0BN.pdf","Coopers Rise, 39a London Road, Horndean, Waterlooville, PO8 0BN",1710013966,470560,113384.1
JN24963,"Box 10\Street No. Horndean F-L\1a Havant Road, Horndean, Waterlooville, PO8 0DB.pdf","1a Havant Road, Horndean, Waterlooville, PO8 0DB",1710013991,470705,113132
JN24963,"Box 06\Miscellaneous\South View House, 60 South Road, Horndean, Waterlooville, PO8 0EP.pdf","South View House, 60 South Road, Horndean, Waterlooville, PO8 0EP",1710014863,470116,114516
JN24963,"Box 10\Street No. Horndean F-L\The Brambles, 29 Green Lane, Clanfield, Waterlooville, PO8 0JU.pdf","The Brambles, 29 Green Lane, Clanfield, Waterlooville, PO8 0JU",1710015662,470396,115814
JN24963,"Box 12\Street No. Clanfield\The Brambles, 29 Green Lane, Clanfield, Waterlooville, PO8 0JU.pdf","The Brambles, 29 Green Lane, Clanfield, Waterlooville, PO8 0JU",1710015662,470396,115814
JN24963,"Box 08\Clanfield\2A & 2C Green Lane, Clanfield, Waterlooville, PO8 0JU.pdf","2A & 2C Green Lane, Clanfield, Waterlooville, PO8 0JU",1710015988,470431.94,115624.25
JN24963,"Box 10\Street No. Horndean F-L\7 Hilltop Gardens, Horndean, Waterlooville, PO8 0AT.pdf","7 Hilltop Gardens, Horndean, Waterlooville, PO8 0AT",1710016468,470671,115325
JN24963,"Box 10\Street No. Kingsley, Langrish, Lasham, Lindford\Woodland View, 3 The Close, Langrish, Petersfield, GU32 1RH.pdf","Woodland View, 3 The Close, Langrish, Petersfield, GU32 1RH",1710017214,470087,123504
JN24963,"Box 12\Street No. Colemore & P. Dean, E. Meon, E. Tisted, Froyle\Thatched House, Station Road, East Tisted, Alton, GU34 3QP.pdf","Thatched House, Station Road, East Tisted, Alton, GU34 3QP",1710017306,470510,132279
JN24963,"Box 03\East Tisted\Lavender Cottage, 2 Station Road, East Tisted, Alton, GU34 3QX.pdf","Lavender Cottage, 2 Station Road, East Tisted, Alton, GU34 3QX",1710017315,470741,132308
JN24963,"Box 12\Street No. Colemore & P. Dean, E. Meon, E. Tisted, Froyle\The Sidings, 6 Appleton View, East Tisted, Alton, GU34 3QG.pdf","The Sidings, 6 Appleton View, East Tisted, Alton, GU34 3QG",1710017396,470719,132270
JN24963,"Box 12\Street No. Colemore & P. Dean, E. Meon, E. Tisted, Froyle\Bracken Cottage, Kitcombe Lane, Farringdon, Alton, GU34 3ND.pdf","Bracken Cottage, Kitcombe Lane, Farringdon, Alton, GU34 3ND",1710017422,470010,134392
JN24963,"Box 07\Loose\Tofi House, 25 Whitedown Lane, Alton, GU34 1PL.pdf","Tofi House, 25 Whitedown Lane, Alton, GU34 1PL",1710017553,470988.2,138552.2
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\Sanditon House, 14 Ferney Close, Chawton, Alton, GU34 1SQ.pdf","Sanditon House, 14 Ferney Close, Chawton, Alton, GU34 1SQ",1710017632,470742,137361
JN24963,"Box 13\Street No. Alton H-R\Palm Cottage, 37 Kings Road, Alton, GU34 1PX.pdf","Palm Cottage, 37 Kings Road, Alton, GU34 1PX",1710017724,470892.7,138982.8
JN24963,"Box 11\Street No. Alton S-Z\3a Wickham Close, Alton, GU34 1RR.pdf","3a Wickham Close, Alton, GU34 1RR",1710017908,470836.95,138510.33
JN24963,"Box 11\Street No. Alton S-Z\Highlands, 5 Sandringham Close, Alton, GU34 1QF.pdf","Highlands, 5 Sandringham Close, Alton, GU34 1QF",1710017980,470974.1,139167.2
JN24963,"Box 13\Street No. Alton A-G\Westbank, 39 Basingstoke Road, Alton, GU34 1QH.pdf","Westbank, 39 Basingstoke Road, Alton, GU34 1QH",1710017988,470877.905,139283.7
JN24963,"Box 13\Street No. Alton A-G\79 Basingstoke Road, Alton, GU34 1QJ.pdf","79 Basingstoke Road, Alton, GU34 1QJ",1710018000,470603.36,139093.61
JN24963,"Box 13\Street No. Alton A-G\150 Greenfields Avenue, Alton, GU34 2HX.pdf","150 Greenfields Avenue, Alton, GU34 2HX",1710018193,470939.5,139599.2
JN24963,"Box 01\Street No. Rowlands Castle\Stancombe, Stancombe Lane, Shalden, Alton, GU34 5TA.pdf","Stancombe, Stancombe Lane, Shalden, Alton, GU34 5TA",1710018203,470334.3,142434.8
JN24963,"Box 11\Street No. Froxfield, G'Shott, Hawkley\Little Orchard, 6 High Cross, Froxfield, Petersfield, GU32 1EQ.pdf","Little Orchard, 6 High Cross, Froxfield, Petersfield, GU32 1EQ",1710018369,471082,126592
JN24963,"Box 11\Street No. Froxfield, G'Shott, Hawkley\Evergreen, High Cross, Froxfield, Petersfield, GU32 1EQ.pdf","Evergreen, High Cross, Froxfield, Petersfield, GU32 1EQ",1710018441,471096,126546
JN24963,"Box 05\Newton Valence\Copse Cottage, Newton Lane, Newton Valence, Alton, GU34 3RP.pdf","Copse Cottage, Newton Lane, Newton Valence, Alton, GU34 3RP",1710018518,471711,133169
JN24963,"Box 13\Street No. Alton A-G\18 Albert Road, Alton, GU34 1LP.pdf","18 Albert Road, Alton, GU34 1LP",1710018701,471184.7,138796.9
JN24963,"Box 13\Street No. Alton A-G\22 Grove Road, Alton, GU34 1NP.pdf","22 Grove Road, Alton, GU34 1NP",1710018702,471546,138895
JN24963,"Box 07\Loose\15 Grove Road, Alton, GU34 1NP.pdf","15 Grove Road, Alton, GU34 1NP",1710018814,471603.5,138947.4
JN24963,"Box 07\Loose\Brewmaster's Cottage, 3 Grove Road, Alton, GU34 1NP.pdf","Brewmaster's Cottage, 3 Grove Road, Alton, GU34 1NP",1710018826,471614,138970
JN24963,"Box 11\Street No. Alton S-Z\Kingfisher House, 33 Vicarage Road, Alton, GU34 1NZ.pdf","Kingfisher House, 33 Vicarage Road, Alton, GU34 1NZ",1710018921,471467,138740
JN24963,"Box 11\Street No. Alton S-Z\Amber Lodge, 8 Whitedown Lane, Alton, GU34 1PL.pdf","Amber Lodge, 8 Whitedown Lane, Alton, GU34 1PL",1710018963,471035,138578
JN24963,"Box 13\Street No. Alton A-G\1a Albert Road, Alton, GU34 1LP.pdf","1a Albert Road, Alton, GU34 1LP",1710019061,471220.67,138730.76
JN24963,"Box 13\Street No. Alton A-G\Watercress Cottage, 62 The Butts, Alton, GU34 1RD.pdf","Watercress Cottage, 62 The Butts, Alton, GU34 1RD",1710019227,471193,138668.3
JN24963,"Box 06\Miscellaneous\54a The Butts, Alton, GU34 1RD.pdf","54a The Butts, Alton, GU34 1RD",1710019272,471231,138728
JN24963,"Box 11\Street No. Alton S-Z\7a Upper Grove Road, Alton, GU34 1NW.pdf","7a Upper Grove Road, Alton, GU34 1NW",1710019274,471656,138909
JN24963,"Box 13\Street No. Alton A-G\Bow Cottage, The Butts, Alton, GU34 1RT.pdf","Bow Cottage, The Butts, Alton, GU34 1RT",1710019306,471082,138494
JN24963,"Box 07\Loose\Borovere Farm House, 34 Borovere Lane, Alton, GU34 1PB.pdf","Borovere Farm House, 34 Borovere Lane, Alton, GU34 1PB",1710019330,471623,138552
JN24963,"Box 13\PR Adresses 04\Borovere Farm, 59 Borovere Lane, Alton, GU34 1PB.pdf","Borovere Farm, 59 Borovere Lane, Alton, GU34 1PB",1710019336,471647.4,138402.9
JN24963,"Box 13\Street No. Alton A-G\28a Borovere Lane, Alton, GU34 1PB.pdf","28a Borovere Lane, Alton, GU34 1PB",1710019370,471577,138660
JN24963,"Box 07\Loose\96 Mount Pleasant Road, Alton, GU34 2RS.pdf","96 Mount Pleasant Road, Alton, GU34 2RS",1710019513,471925,138854
JN24963,"Box 13\Street No. Alton H-R\82 Mount Pleasant Road, Alton, GU34 2RS.pdf","82 Mount Pleasant Road, Alton, GU34 2RS",1710019631,471834,138850
JN24963,"Box 13\PR Adresses 04\28 Normandy Street, Alton, GU34 1BX.pdf","28 Normandy Street, Alton, GU34 1BX",1710019733,471943.532242098,139577.31
JN24963,"Box 13\Street No. Alton H-R\110 Queens Road, Alton, GU34 1JA.pdf","110 Queens Road, Alton, GU34 1JA",1710019821,471217.395,139286.21
JN24963,"Box 13\Street No. Alton H-R\13a Market Square, Alton, GU34 1UR.pdf","13a Market Square, Alton, GU34 1UR",1710019869,471627,139305
JN24963,"Box 07\Loose\Yew House, 37 Lenten Street, Alton, GU34 1HE.pdf","Yew House, 37 Lenten Street, Alton, GU34 1HE",1710019922,471370,139376
JN24963,"Box 13\Street No. Alton H-R\Yew House, 37 Lenten Street, Alton, GU34 1HE.pdf","Yew House, 37 Lenten Street, Alton, GU34 1HE",1710019922,471370,139376
JN24963,"Box 11\Street No. Alton S-Z\18 Tanhouse Lane, Alton, GU34 1HR.pdf","18 Tanhouse Lane, Alton, GU34 1HR",1710019959,471488,139484
JN24963,"Box 11\Street No. Alton S-Z\9A Tanhouse Lane, Alton, GU34 1HR.pdf","9A Tanhouse Lane, Alton, GU34 1HR",1710020301,471615.65,139498.735
JN24963,"Box 07\Loose\84 Queens Road, Alton, GU34 1HX.pdf","84 Queens Road, Alton, GU34 1HX",1710020303,471177,139139
JN24963,"Box 07\Loose\Amery Veterinary Group, Amery Hill, Alton, GU34 1HS.pdf","Amery Veterinary Group, Amery Hill, Alton, GU34 1HS",1710020362,471612,139577
JN24963,"Box 13\Street No. Alton A-G\Sainsbury's, Draymans Way, Alton, GU34 1SS.pdf","Sainsbury's, Draymans Way, Alton, GU34 1SS",1710020509,471785.555,139128.94
JN24963,"Box 06\Miscellaneous\Fairlight, 2 Oakwood Drive, Kings Road, Alton, GU34 1LB.pdf","Fairlight, 2 Oakwood Drive, Kings Road, Alton, GU34 1LB",1710020646,471033.745,139004.155
JN24963,"Box 13\PR Addresses Already Existing\The Old Coach House, Draymans Way, Alton, GU34 1AY.pdf","The Old Coach House, Draymans Way, Alton, GU34 1AY",1710020681,471940.75,139497.785
JN24963,"Box 13\Street No. Alton A-G\The Old Coach House, Draymans Way, Alton, GU34 1AY.pdf","The Old Coach House, Draymans Way, Alton, GU34 1AY",1710020681,471940.75,139497.785
JN24963,"Box 06\Miscellaneous\Cupola House, 16A Market Street, Alton, GU34 1HA.pdf","Cupola House, 16A Market Street, Alton, GU34 1HA",1710020696,471640.256411996,139312.855029385
JN24963,"Box 13\Street No. Alton H-R\Normandy House, 1 Nether Street, Alton, GU34 1EA.pdf","Normandy House, 1 Nether Street, Alton, GU34 1EA",1710020751,471977.45,139551.715
JN24963,"Box 13\Street No. Alton H-R\15-17 Market Square, Alton, GU34 1HD.pdf","15-17 Market Square, Alton, GU34 1HD",1710020770,471608.0755,139317.1645
JN24963,"Box 07\Loose\Majestic Wines, Draymans Way, Alton, GU34 1AS.pdf","Majestic Wines, Draymans Way, Alton, GU34 1AS",1710020849,471827,139358
JN24963,"Box 06\Miscellaneous\Access House, 16a Lenten Street, Alton, GU34 1HG.pdf","Access House, 16a Lenten Street, Alton, GU34 1HG",1710020878,471527.4,139337.3
JN24963,"Box 13\Street No. Alton H-R\64b High Street, Alton, GU34 1ET.pdf","64b High Street, Alton, GU34 1ET",1710020912,471675.34,139270.95
JN24963,"Box 13\Street No. Alton H-R\16a High Street, Alton, GU34 1BN.pdf","16a High Street, Alton, GU34 1BN",1710020935,471821.49,139441.32
JN24963,"Box 13\Street No. Alton A-G\Rose Cottage, 27 Church Street, Alton, GU34 2DA.pdf","Rose Cottage, 27 Church Street, Alton, GU34 2DA",1710021239,471757,139628
JN24963,"Box 07\Loose\Church Cottage, 36 Church Street, Alton, GU34 2DA.pdf","Church Cottage, 36 Church Street, Alton, GU34 2DA",1710021245,471727,139669
JN24963,"Box 13\Street No. Alton A-G\Church Cottage, 36 Church Street, Alton, GU34 2DA.pdf","Church Cottage, 36 Church Street, Alton, GU34 2DA",1710021245,471727,139669
JN24963,"Box 07\Loose\30 Beavers Close, Alton, GU34 2EF.pdf","30 Beavers Close, Alton, GU34 2EF",1710021439,471392,139911
JN24963,"Box 11\Street No. Alton S-Z\Keyes House, 4 Vyne Close, Alton, GU34 2EH.pdf","Keyes House, 4 Vyne Close, Alton, GU34 2EH",1710021488,471561,139937
JN24963,"Box 13\Street No. Alton A-G\3 Greenfields Avenue, Alton, GU34 2ED.pdf","3 Greenfields Avenue, Alton, GU34 2ED",1710021770,471641,139893
JN24963,"Box 13\Street No. Alton A-G\Hi-Hopes, 38 Cherry Way, Alton, GU34 2AX.pdf","Hi-Hopes, 38 Cherry Way, Alton, GU34 2AX",1710021776,471593,140158
JN24963,"Box 13\Street No. Alton H-R\19a Lime Grove, Alton, GU34 2AF.pdf","19a Lime Grove, Alton, GU34 2AF",1710022710,471298.1,140089.48
JN24963,"Box 01\Street No. Rowlands Castle\Aylesfield Copse, Froyle Road, Shalden, Alton, GU34 4BY.pdf","Aylesfield Copse, Froyle Road, Shalden, Alton, GU34 4BY",1710022832,471230.1,143343.6
JN24963,"Box 01\Street No. Rowlands Castle\16 Whichers Gate Road, Rowlands Castle, PO9 6BB.pdf","16 Whichers Gate Road, Rowlands Castle, PO9 6BB",1710024922,472754.7,109753.2
JN24963,"Box 01\Street No. Rowlands Castle\2b Whichers Gate Road, Rowlands Castle, PO9 6BB.pdf","2b Whichers Gate Road, Rowlands Castle, PO9 6BB",1710024961,472675,109760
JN24963,"Box 01\Street No. Rowlands Castle\2b Whichers Gate Road, Rowlands Castle, PO9 6BB_00001.pdf","2b Whichers Gate Road, Rowlands Castle, PO9 6BB",1710024961,472675,109760
JN24963,"Box 01\Street No. Rowlands Castle\21 Nuthatch Close, Rowlands Castle, PO9 6HW.pdf","21 Nuthatch Close, Rowlands Castle, PO9 6HW",1710024989,472511.7,110175.6
JN24963,"Box 01\Street No. Rowlands Castle\18 The Drift, Rowlands Castle, PO9 6DG.pdf","18 The Drift, Rowlands Castle, PO9 6DG",1710025264,472936,110223
JN24963,"Box 01\Street No. Rowlands Castle\Cypress Gate, Manor Lodge Road, Rowlands Castle, PO9 6BA.pdf","Cypress Gate, Manor Lodge Road, Rowlands Castle, PO9 6BA",1710025280,472497.5,110078.4
JN24963,"Box 05\Rowlands Castle\Cypress Gate, Manor Lodge Road, Rowlands Castle, PO9 6BA.pdf","Cypress Gate, Manor Lodge Road, Rowlands Castle, PO9 6BA",1710025280,472497.5,110078.4
JN24963,"Box 01\Street No. Rowlands Castle\1a The Drift, Rowlands Castle, PO9 6DG.pdf","1a The Drift, Rowlands Castle, PO9 6DG",1710025285,472941,110268
JN24963,"Box 13\PR Addresses Already Existing\4 Kingfisher Close, Rowlands Castle, PO9 6HG.pdf","4 Kingfisher Close, Rowlands Castle, PO9 6HG",1710025328,472584,110305
JN24963,"Box 01\Street No. Rowlands Castle\Rowlands Cottage, Manor Lodge Road, Rowlands Castle, PO9 6BA.pdf","Rowlands Cottage, Manor Lodge Road, Rowlands Castle, PO9 6BA",1710025436,472495,110141
JN24963,"Box 01\Street No. Rowlands Castle\45 Links Lane, Rowlands Castle, PO9 6AE.pdf","45 Links Lane, Rowlands Castle, PO9 6AE",1710025455,472772,110971
JN24963,"Box 01\Street No. Rowlands Castle\4 Mallard Road, Rowlands Castle, PO9 6HE.pdf","4 Mallard Road, Rowlands Castle, PO9 6HE",1710025458,472498.4,110165.8
JN24963,"Box 01\Street No. Rowlands Castle\Hideaway, 11 Hazeldean Drive, Rowlands Castle, Havant, PO9 6DH.pdf","Hideaway, 11 Hazeldean Drive, Rowlands Castle, Havant, PO9 6DH",1710025474,472609,110070
JN24963,"Box 01\Street No. Rowlands Castle\Hideaway, 11 Hazeldean Drive, Rowlands Castle, Havant, PO9 6DH_00001.pdf","Hideaway, 11 Hazeldean Drive, Rowlands Castle, Havant, PO9 6DH",1710025474,472609,110070
JN24963,"Box 01\Street No. Rowlands Castle\70 Links Lane, Rowlands Castle, PO9 6AF.pdf","70 Links Lane, Rowlands Castle, PO9 6AF",1710025496,472935,111294
JN24963,"Box 01\Street No. Rowlands Castle\65a Links Lane, Rowlands Castle, PO9 6AF.pdf","65a Links Lane, Rowlands Castle, PO9 6AF",1710025514,472868,111286
JN24963,"Box 01\Street No. Rowlands Castle\65b Links Lane, Rowlands Castle, PO9 6AF.pdf","65b Links Lane, Rowlands Castle, PO9 6AF",1710025516,472873,111304
JN24963,"Box 06\Miscellaneous\Coombe Cottage, 11 Rothercombe Lane, Petersfield, GU32 3PQ.pdf","Coombe Cottage, 11 Rothercombe Lane, Petersfield, GU32 3PQ",1710025600,472210,123967.8
JN24963,"Box 09\Street No. P'Field S-Z\44a Winchester Road, Stroud, Petersfield, GU32 3PG.pdf","44a Winchester Road, Stroud, Petersfield, GU32 3PG",1710025652,472530,123703
JN24963,"Box 11\Street No. Froxfield, G'Shott, Hawkley\Greycroft, Stoner Hill Road, Froxfield, Petersfield, GU32 1DX.pdf","Greycroft, Stoner Hill Road, Froxfield, Petersfield, GU32 1DX",1710025693,472905,125912
JN24963,"Box 03\Froxfield\Greenhill House, Stoner Hill Road, Froxfield, Petersfield, GU32 1DX.pdf","Greenhill House, Stoner Hill Road, Froxfield, Petersfield, GU32 1DX",1710025706,472781,126070
JN24963,"Box 11\Street No. Froxfield, G'Shott, Hawkley\Greenhill House, Stoner Hill Road, Froxfield, Petersfield, GU32 1DX.pdf","Greenhill House, Stoner Hill Road, Froxfield, Petersfield, GU32 1DX",1710025706,472781,126070
JN24963,"Box 03\Froxfield\Lupton House, Stoner Hill Road, Froxfield, Petersfield, GU32 1DY.pdf","Lupton House, Stoner Hill Road, Froxfield, Petersfield, GU32 1DY",1710025707,472649,126576
JN24963,"Box 11\Street No. Froxfield, G'Shott, Hawkley\Lupton House, Stoner Hill Road, Froxfield, Petersfield, GU32 1DY.pdf","Lupton House, Stoner Hill Road, Froxfield, Petersfield, GU32 1DY",1710025707,472649,126576
JN24963,"Box 02\Street No. M'Stead Newton Valence\The Pump House, Hullam Lane, Newton Valence, Alton, GU34 3RB.pdf","The Pump House, Hullam Lane, Newton Valence, Alton, GU34 3RB",1710025803,472471,132755
JN24963,"Box 13\Street No. Alton H-R\18 The Ridgeway, Alton, GU34 2RZ.pdf","18 The Ridgeway, Alton, GU34 2RZ",1710026091,472038,138879
JN24963,"Box 07\Loose\Barley Mow House, 72 Normandy Street, Alton, GU34 1DH.pdf","Barley Mow House, 72 Normandy Street, Alton, GU34 1DH",1710026208,472052,139671.6
JN24963,"Box 13\Street No. Alton H-R\1 Elder Tree Cottages, Orchard Lane, Alton, GU34 1DR.pdf","1 Elder Tree Cottages, Orchard Lane, Alton, GU34 1DR",1710026291,472170,139567
JN24963,"Box 07\Loose\43-45 Normandy Street, Alton, GU34 1DQ.pdf","43-45 Normandy Street, Alton, GU34 1DQ",1710026409,472039,139630
JN24963,"Box 07\Loose\Waitrose Ltd, Station Road, Alton, GU34 2WT.pdf","Waitrose Ltd, Station Road, Alton, GU34 2WT",1710026454,472331.233191249,139792.670898729
JN24963,"Box 07\Loose\Town View, 10 Windmill Hill, Alton, GU34 2RY.pdf","Town View, 10 Windmill Hill, Alton, GU34 2RY",1710026614,472087,139045
JN24963,"Box 07\Loose\36 Adams Way, Alton, GU34 2UY.pdf","36 Adams Way, Alton, GU34 2UY",1710026707,472462.815,139868.875
JN24963,"Box 07\Loose\Mistletoe Lodge, 22 New Barn Lane, Alton, GU34 2RU.pdf","Mistletoe Lodge, 22 New Barn Lane, Alton, GU34 2RU",1710026802,472009,139052
JN24963,"Box 11\Street No. Alton S-Z\Willowbank, 3 Spicers, Alton, GU34 2SJ.pdf","Willowbank, 3 Spicers, Alton, GU34 2SJ",1710026837,472191,139124
JN24963,"Box 13\Street No. Alton H-R\Mill House, Paper Mill Lane, Alton, GU34 2PY.pdf","Mill House, Paper Mill Lane, Alton, GU34 2PY",1710026976,472354,139631.9
JN24963,"Box 13\Street No. Alton A-G\Anstey Bungalow, 97b Anstey Road, Alton, GU34 2RL.pdf","Anstey Bungalow, 97b Anstey Road, Alton, GU34 2RL",1710027346,472696,140208
JN24963,"Box 07\Loose\Joyces, 3 Lansdowne Road, Alton, GU34 2HB.pdf","Joyces, 3 Lansdowne Road, Alton, GU34 2HB",1710027420,472294.89,140016.35
JN24963,"Box 13\Street No. Alton A-G\Iona, Geales Crescent, Alton, GU34 2ND.pdf","Iona, Geales Crescent, Alton, GU34 2ND",1710028133,472454,140288
JN24963,"Box 13\Street No. Alton A-G\25a Baverstocks, Alton, GU34 2NT.pdf","25a Baverstocks, Alton, GU34 2NT",1710028231,472166.66,140914.83
JN24963,"Box 13\Street No. Alton H-R\36a Manor Road, Alton, GU34 2PB.pdf","36a Manor Road, Alton, GU34 2PB",1710028290,472394.7,140747.7
JN24963,"Box 07\Loose\The Pound, 9a Geales Crescent, Alton, GU34 2ND.pdf","The Pound, 9a Geales Crescent, Alton, GU34 2ND",1710028312,472368,140205
JN24963,"Box 05\Rowlands Castle\Fenwick House, 35 Bowes Hill, Rowlands Castle, PO9 6BP.pdf","Fenwick House, 35 Bowes Hill, Rowlands Castle, PO9 6BP",1710028501,473196,110923
JN24963,"Box 01\Street No. Rowlands Castle\Misty Lodge, 21 Finchdean Road, Rowlands Castle, PO9 6DA.pdf","Misty Lodge, 21 Finchdean Road, Rowlands Castle, PO9 6DA",1710028528,473526,110775
JN24963,"Box 06\Miscellaneous\Flats 1-5 The Coach House, 4A Lenten Street, Alton, GU34 1HG.pdf","Flats 1-5 The Coach House, 4A Lenten Street, Alton, GU34 1HG",1710028613,473007,110707
JN24963,"Box 01\Street No. Rowlands Castle\1A Uplands Road, Rowlands Castle, PO9 6BT.pdf","1A Uplands Road, Rowlands Castle, PO9 6BT",1710028651,473381,110872
JN24963,"Box 01\Street No. Rowlands Castle\Flint Barn, Bowes Hill, Rowlands Castle, PO9 6BS.pdf","Flint Barn, Bowes Hill, Rowlands Castle, PO9 6BS",1710028713,473011,111592
JN24963,"Box 01\Street No. Rowlands Castle\Oak Ashes Barn, Bowes Hill, Rowlands Castle, PO9 6BS.pdf","Oak Ashes Barn, Bowes Hill, Rowlands Castle, PO9 6BS",1710028714,473035.4,111583.4
JN24963,"Box 01\Street No. Rowlands Castle\68A Bowes Hill, Rowlands Castle, PO9 6BS.pdf","68A Bowes Hill, Rowlands Castle, PO9 6BS",1710028907,473114.2,111198.5
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\Old Forge Cottage, 14 High Street, Buriton, Petersfield, GU31 5RX.pdf","Old Forge Cottage, 14 High Street, Buriton, Petersfield, GU31 5RX",1710029010,473909,120097
JN24963,"Box 08\Buriton\Pear Tree House, 3 Sumner Road, Buriton, Petersfield, GU31 5SA.pdf","Pear Tree House, 3 Sumner Road, Buriton, Petersfield, GU31 5SA",1710029047,473773,120420
JN24963,"Box 06\Miscellaneous\Sunnybank Cottage, 10 Kiln Lane, Buriton, Petersfield, GU31 5SG.pdf","Sunnybank Cottage, 10 Kiln Lane, Buriton, Petersfield, GU31 5SG",1710029112,473720,120253
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\Quackers, High Street, Buriton, Petersfield, GU31 5RX.pdf","Quackers, High Street, Buriton, Petersfield, GU31 5RX",1710029128,473950,120084
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\22a Petersfield Road, Buriton, Petersfield, GU31 5RZ.pdf","22a Petersfield Road, Buriton, Petersfield, GU31 5RZ",1710029149,473833,120364
JN24963,"Box 08\Buriton\The Todden, Bones Lane, Buriton, Petersfield, GU31 5SE.pdf","The Todden, Bones Lane, Buriton, Petersfield, GU31 5SE",1710029157,473939,120113
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\75 Glebe Road, Buriton, Petersfield, GU31 5SD.pdf","75 Glebe Road, Buriton, Petersfield, GU31 5SD",1710029203,473850.9,120536.5
JN24963,"Box 08\Buriton\Campbell Cottage, 20 Bones Lane, Buriton, Petersfield, GU31 5SE.pdf","Campbell Cottage, 20 Bones Lane, Buriton, Petersfield, GU31 5SE",1710029205,473957,120260
JN24963,"Box 11\Street No. Binsted, Chawton, Buriton\Campbell Cottage, 20 Bones Lane, Buriton, Petersfield, GU31 5SE.pdf","Campbell Cottage, 20 Bones Lane, Buriton, Petersfield, GU31 5SE",1710029205,473957,120260
JN24963,"Box 09\Street No. P'Field A-I\120a Borough Road, Petersfield, GU32 3ND.pdf","120a Borough Road, Petersfield, GU32 3ND",1710029330,473912.13,122768.34
JN24963,"Box 09\Street No. P'Field A-I\Sherwood, 1 Dukes Close, Petersfield, GU32 3QZ.pdf","Sherwood, 1 Dukes Close, Petersfield, GU32 3QZ",1710029829,473693,123653
JN24963,"Box 01\Street No. Rowlands Castle\Primrose Cottage, Gracious Street, Selborne, Alton, GU34 3JB.pdf","Primrose Cottage, Gracious Street, Selborne, Alton, GU34 3JB",1710030050,474002,133716
JN24963,"Box 01\Street No. Rowlands Castle\The Old Stables, Gracious Street, Selborne, Alton, GU34 3JD.pdf","The Old Stables, Gracious Street, Selborne, Alton, GU34 3JD",1710030063,473971.79,133676.8
JN24963,"Box 01\Street No. Rowlands Castle\Fishers Corner, Gracious Street, Selborne, Alton, GU34 3JF.pdf","Fishers Corner, Gracious Street, Selborne, Alton, GU34 3JF",1710030068,473682,133897
JN24963,"Box 01\Street No. Rowlands Castle\Pound Farm, Gracious Street, Selborne, Alton, GU34 3JG.pdf","Pound Farm, Gracious Street, Selborne, Alton, GU34 3JG",1710030069,473637,133959
JN24963,"Box 01\Street No. Rowlands Castle\13 Church Road, Steep, Petersfield, GU32 2DW.pdf","13 Church Road, Steep, Petersfield, GU32 2DW",1710030079,473835.3,125334.1
JN24963,"Box 01\Street No. Rowlands Castle\Island Orchard, 10a Hays Cottages, Steep, Petersfield, GU32 1AF.pdf","Island Orchard, 10a Hays Cottages, Steep, Petersfield, GU32 1AF",1710030164,473712,125558
JN24963,"Box 01\Street No. Rowlands Castle\Grange Court Lodge, Gracious Street, Selborne, Alton, GU34 3JG.pdf","Grange Court Lodge, Gracious Street, Selborne, Alton, GU34 3JG",1710030213,473784,133829
JN24963,"Box 01\Street No. Rowlands Castle\Garden Cottage, Gracious Street, Selborne, Alton, GU34 3JB.pdf","Garden Cottage, Gracious Street, Selborne, Alton, GU34 3JB",1710030218,473944,133708
JN24963,"Box 01\Street No. Rowlands Castle\Hanger View, Selborne Road, Selborne, Alton, GU34 3HU.pdf","Hanger View, Selborne Road, Selborne, Alton, GU34 3HU",1710030220,473907,134946
